LocationCode,Month,Day,Hour,10min_interval,Sunlight(Lux),Sunshine,TotalSolar,UV,HPA,position,direction,height,答案
2,3,19,11,3,10839.564532517743,0.0,0.48,2,1017.2,1.0,175.0,54.8,276.38
2,3,19,11,4,10885.435906012859,0.0,0.48,2,1017.2,1.0,175.0,54.8,276.33
2,3,19,11,5,10828.198127923459,0.0,0.48,2,1017.2,1.0,175.0,54.8,276.14
2,3,19,12,0,10125.44082059774,0.0,0.45,2,1016.5,1.0,175.0,54.8,238.71
2,3,19,12,1,10410.119558556653,0.0,0.45,2,1016.5,1.0,175.0,54.8,253.46
2,3,19,12,2,10220.929277779705,0.0,0.45,2,1016.5,1.0,175.0,54.8,239.2
2,3,19,12,3,10089.717129105777,0.0,0.45,2,1016.5,1.0,175.0,54.8,240.15
2,3,19,12,4,10374.579348062485,0.0,0.45,2,1016.5,1.0,175.0,54.8,254.76
2,3,19,12,5,10022.566696114076,0.0,0.45,2,1016.5,1.0,175.0,54.8,239.94
2,3,19,13,0,10115.486483294888,0.0,0.56,2,1015.8,1.0,175.0,54.8,238.22
2,3,19,13,1,9825.672036386899,0.0,0.56,2,1015.8,1.0,175.0,54.8,217.86
2,3,19,13,2,9624.737874497052,0.0,0.56,2,1015.8,1.0,175.0,54.8,208.45
2,3,19,13,3,9501.178640739654,0.0,0.56,2,1015.8,1.0,175.0,54.8,208.7
2,3,19,13,4,9767.767584971032,0.0,0.56,2,1015.8,1.0,175.0,54.8,218.98
2,3,19,13,5,9001.852642223008,0.0,0.56,2,1015.8,1.0,175.0,54.8,180.55
2,3,19,14,0,6900.2893366625085,0.0,0.41,2,1015.2,1.0,175.0,54.8,105.82
2,3,19,14,1,6721.077942040805,0.0,0.41,2,1015.2,1.0,175.0,54.8,101.07
2,3,19,14,2,6771.91865340384,0.0,0.41,2,1015.2,1.0,175.0,54.8,101.28
2,3,19,14,3,6317.533189296493,0.0,0.41,2,1015.2,1.0,175.0,54.8,90.87
2,3,19,14,4,6631.797940043637,0.0,0.41,2,1015.2,1.0,175.0,54.8,99.92
2,3,19,14,5,6116.503539724944,0.0,0.41,2,1015.2,1.0,175.0,54.8,84.3
2,3,19,15,0,7551.691308360699,0.0,0.4,1,1015.0,1.0,175.0,54.8,128.97
2,3,19,15,1,7283.5244619120285,0.0,0.4,1,1015.0,1.0,175.0,54.8,123.26
2,3,19,15,2,7018.856119816616,0.0,0.4,1,1015.0,1.0,175.0,54.8,117.45
2,3,19,15,3,6188.699177121015,0.0,0.4,1,1015.0,1.0,175.0,54.8,87.7
2,3,19,15,4,6053.326184651276,0.0,0.4,1,1015.0,1.0,175.0,54.8,87.78
2,3,19,15,5,5112.211028706878,0.0,0.4,1,1015.0,1.0,175.0,54.8,58.64
2,3,19,16,0,3523.189610785891,0.0,0.22,1,1015.2,1.0,175.0,54.8,27.35
2,3,19,16,1,3121.3772962385797,0.0,0.22,1,1015.2,1.0,175.0,54.8,22.95
2,3,19,16,2,2718.833869147812,0.0,0.22,1,1015.2,1.0,175.0,54.8,16.09
2,3,19,16,3,2367.9223193704847,0.0,0.22,1,1015.2,1.0,175.0,54.8,12.31
2,3,19,16,4,2110.5892657950058,0.0,0.22,1,1015.2,1.0,175.0,54.8,10.45
2,3,19,16,5,1857.1569750490135,0.0,0.22,1,1015.2,1.0,175.0,54.8,7.56
2,4,27,9,0,17760.334868658083,0.0,0.64,2,1007.1,1.0,175.0,54.8,785.09
2,4,27,9,1,17250.25067539421,0.0,0.64,2,1007.1,1.0,175.0,54.8,716.47
2,4,27,9,2,16699.144918992395,0.0,0.64,2,1007.1,1.0,175.0,54.8,677.29
2,4,27,9,3,17640.598673662862,0.0,0.64,2,1007.1,1.0,175.0,54.8,741.16
2,4,27,9,4,18645.231666944957,0.0,0.64,2,1007.1,1.0,175.0,54.8,847.3
2,4,27,9,5,17142.279944525115,0.0,0.64,2,1007.1,1.0,175.0,54.8,717.62
2,4,27,10,0,18916.627586016002,0.0,0.72,2,1007.8,1.0,175.0,54.8,893.26
2,4,27,10,1,19558.704787587852,0.0,0.72,2,1007.8,1.0,175.0,54.8,941.67
2,4,27,10,2,19794.924756426113,0.0,0.72,2,1007.8,1.0,175.0,54.8,949.07
2,4,27,10,3,21079.2193094721,0.0,0.72,2,1007.8,1.0,175.0,54.8,1043.88
2,4,27,10,4,21890.647265369575,0.0,0.72,2,1007.8,1.0,175.0,54.8,1141.81
2,4,27,10,5,24218.269531098158,0.0,0.72,2,1007.8,1.0,175.0,54.8,1457.49
2,4,27,11,0,23977.325847981396,0.0,0.79,3,1008.1,1.0,175.0,54.8,1399.6
2,4,27,11,1,23252.01527347444,0.0,0.79,3,1008.1,1.0,175.0,54.8,1325.17
2,4,27,11,2,24119.890075992877,0.0,0.79,3,1008.1,1.0,175.0,54.8,1453.04
2,4,27,11,3,24326.689772885373,0.0,0.79,3,1008.1,1.0,175.0,54.8,1519.25
2,4,27,11,4,24689.326703238563,0.0,0.79,3,1008.1,1.0,175.0,54.8,1564.24
2,4,27,11,5,24445.443429049377,0.0,0.79,3,1008.1,1.0,175.0,54.8,1518.17
2,4,27,12,0,21723.272381106402,0.0,1.05,3,1007.4,1.0,175.0,54.8,1184.15
2,4,27,12,1,21172.800609673148,0.0,1.05,3,1007.4,1.0,175.0,54.8,1081.23
2,4,27,12,2,20941.854586034082,0.0,1.05,3,1007.4,1.0,175.0,54.8,1073.55
2,4,27,12,3,20753.217302512094,0.0,1.05,3,1007.4,1.0,175.0,54.8,1053.7
2,4,27,12,4,20577.433611000015,0.0,1.05,3,1007.4,1.0,175.0,54.8,1052.95
2,4,27,12,5,19780.526142458246,0.0,1.05,3,1007.4,1.0,175.0,54.8,980.91
2,4,27,13,0,33096.141660560665,0.0,0.89,3,1006.9,1.0,175.0,54.8,2715.96
2,4,27,13,1,31679.27580000241,0.0,0.89,3,1006.9,1.0,175.0,54.8,2545.18
2,4,27,13,2,31621.572438738593,0.0,0.89,3,1006.9,1.0,175.0,54.8,2548.0
2,4,27,13,3,31260.886490751127,0.0,0.89,3,1006.9,1.0,175.0,54.8,2424.78
2,4,27,13,4,31651.02506769086,0.0,0.89,3,1006.9,1.0,175.0,54.8,2567.97
2,4,27,13,5,30246.68250561578,0.0,0.89,3,1006.9,1.0,175.0,54.8,2349.77
2,4,27,14,0,31358.430327798775,0.0,0.87,3,1006.2,1.0,175.0,54.8,2502.82
2,4,27,14,1,29076.424833488672,0.0,0.87,3,1006.2,1.0,175.0,54.8,2356.33
2,4,27,14,2,29023.46237948793,0.0,0.87,3,1006.2,1.0,175.0,54.8,2358.93
2,4,27,14,3,26138.701911706823,0.0,0.87,3,1006.2,1.0,175.0,54.8,1926.83
2,4,27,14,4,26329.917694591648,0.0,0.87,3,1006.2,1.0,175.0,54.8,1933.75
2,4,27,14,5,24538.810163956838,0.0,0.87,3,1006.2,1.0,175.0,54.8,1692.74
2,4,27,15,0,21235.947910450126,0.0,0.5,1,1006.0,1.0,175.0,54.8,1224.93
2,4,27,15,1,20617.9940742336,0.0,0.5,1,1006.0,1.0,175.0,54.8,1182.5
2,4,27,15,2,20190.76238362906,0.0,0.5,1,1006.0,1.0,175.0,54.8,1105.32
2,4,27,15,3,19115.684369740076,0.0,0.5,1,1006.0,1.0,175.0,54.8,1024.36
2,4,27,15,4,19507.309190107026,0.0,0.5,1,1006.0,1.0,175.0,54.8,1082.69
2,4,27,15,5,18320.54290332008,0.0,0.5,1,1006.0,1.0,175.0,54.8,968.79
2,4,27,16,0,21140.46173751689,0.0,0.75,2,1005.3,1.0,175.0,54.8,1291.42
2,4,27,16,1,18326.34521643829,0.0,0.75,2,1005.3,1.0,175.0,54.8,1044.02
2,4,27,16,2,14895.550315317221,0.0,0.75,2,1005.3,1.0,175.0,54.8,675.27
2,4,27,16,3,13168.99139110763,0.0,0.75,2,1005.3,1.0,175.0,54.8,500.14
2,4,27,16,4,12174.903875472139,0.0,0.75,2,1005.3,1.0,175.0,54.8,430.17
2,4,27,16,5,11061.247046110455,0.0,0.75,2,1005.3,1.0,175.0,54.8,361.9
2,5,8,9,0,15621.971932174187,0.0,0.16,0,1013.6,1.0,175.0,54.8,664.05
2,5,8,9,1,15065.145390784117,0.0,0.16,0,1013.6,1.0,175.0,54.8,599.62
2,5,8,9,2,17302.465700978624,0.0,0.16,0,1013.6,1.0,175.0,54.8,795.79
2,5,8,9,3,17800.21285443986,0.0,0.16,0,1013.6,1.0,175.0,54.8,860.26
2,5,8,9,4,16875.90226391825,0.0,0.16,0,1013.6,1.0,175.0,54.8,774.82
2,5,8,9,5,18130.79435928175,0.0,0.16,0,1013.6,1.0,175.0,54.8,867.95
2,5,8,10,0,14611.59686110729,0.0,0.2,1,1013.7,1.0,175.0,54.8,543.3
2,5,8,10,1,13997.320334209904,0.0,0.2,1,1013.7,1.0,175.0,54.8,506.14
2,5,8,10,2,15651.944059226576,0.0,0.2,1,1013.7,1.0,175.0,54.8,644.53
2,5,8,10,3,16127.617807165547,0.0,0.2,1,1013.7,1.0,175.0,54.8,699.63
2,5,8,10,4,15004.16347375345,0.0,0.2,1,1013.7,1.0,175.0,54.8,584.63
2,5,8,10,5,15365.435488435887,0.0,0.2,1,1013.7,1.0,175.0,54.8,624.86
2,5,8,11,0,15393.841159414389,0.0,0.48,2,1013.6,1.0,175.0,54.8,614.46
2,5,8,11,1,15036.383376682796,0.0,0.48,2,1013.6,1.0,175.0,54.8,570.75
2,5,8,11,2,15496.319919331727,0.0,0.48,2,1013.6,1.0,175.0,54.8,629.59
2,5,8,11,3,15432.450313819085,0.0,0.48,2,1013.6,1.0,175.0,54.8,617.09
2,5,8,11,4,14771.709059809698,0.0,0.48,2,1013.6,1.0,175.0,54.8,569.99
2,5,8,11,5,14251.100522415143,0.0,0.48,2,1013.6,1.0,175.0,54.8,511.03
2,5,8,12,0,13141.994609919626,0.0,0.69,2,1013.1,1.0,175.0,54.8,453.18
2,5,8,12,1,12961.642284336403,0.0,0.69,2,1013.1,1.0,175.0,54.8,440.35
2,5,8,12,2,12756.242014131301,0.0,0.69,2,1013.1,1.0,175.0,54.8,429.31
2,5,8,12,3,12571.539876662817,0.0,0.69,2,1013.1,1.0,175.0,54.8,425.46
2,5,8,12,4,9783.851665104332,0.0,0.69,2,1013.1,1.0,175.0,54.8,251.68
2,5,8,12,5,10508.588919918708,0.0,0.69,2,1013.1,1.0,175.0,54.8,295.97
2,5,8,13,0,4927.215451800281,0.0,0.33,1,1013.0,1.0,175.0,54.8,54.87
2,5,8,13,1,4811.671594951683,0.0,0.33,1,1013.0,1.0,175.0,54.8,52.06
2,5,8,13,2,4781.6988857762235,0.0,0.33,1,1013.0,1.0,175.0,54.8,51.97
2,5,8,13,3,4533.934564064513,0.0,0.33,1,1013.0,1.0,175.0,54.8,47.83
2,5,8,13,4,5035.892772073015,0.0,0.33,1,1013.0,1.0,175.0,54.8,56.69
2,5,8,13,5,5178.915915592575,0.0,0.33,1,1013.0,1.0,175.0,54.8,61.86
2,5,8,14,0,7746.885547173536,0.0,0.27,1,1012.9,1.0,175.0,54.8,135.17
2,5,8,14,1,8208.124552998683,0.0,0.27,1,1012.9,1.0,175.0,54.8,161.07
2,5,8,14,2,8627.651846302871,0.0,0.27,1,1012.9,1.0,175.0,54.8,176.66
2,5,8,14,3,7655.926252323716,0.0,0.27,1,1012.9,1.0,175.0,54.8,135.87
2,5,8,14,4,6441.916203546244,0.0,0.27,1,1012.9,1.0,175.0,54.8,97.88
2,5,8,14,5,5940.531176403961,0.0,0.27,1,1012.9,1.0,175.0,54.8,82.42
2,5,8,15,0,4502.230127763252,0.0,0.31,1,1013.1,1.0,175.0,54.8,47.63
2,5,8,15,1,4274.51676392835,0.0,0.31,1,1013.1,1.0,175.0,54.8,43.95
2,5,8,15,2,4229.305272711335,0.0,0.31,1,1013.1,1.0,175.0,54.8,43.48
2,5,8,15,3,2944.345262004971,0.0,0.31,1,1013.1,1.0,175.0,54.8,20.84
2,5,8,15,4,2336.0028304279713,0.0,0.31,1,1013.1,1.0,175.0,54.8,13.26
2,5,8,15,5,2128.3180610123004,0.0,0.31,1,1013.1,1.0,175.0,54.8,11.2
2,5,8,16,0,2031.765647933466,0.0,0.13,0,1013.1,1.0,175.0,54.8,10.23
2,5,8,16,1,2302.570508488016,0.0,0.13,0,1013.1,1.0,175.0,54.8,12.53
2,5,8,16,2,2125.843185497503,0.0,0.13,0,1013.1,1.0,175.0,54.8,11.41
2,5,8,16,3,2040.2838922824544,0.0,0.13,0,1013.1,1.0,175.0,54.8,10.43
2,5,8,16,4,1558.7659189495243,0.0,0.13,0,1013.1,1.0,175.0,54.8,6.41
2,5,8,16,5,1282.7355119774245,0.0,0.13,0,1013.1,1.0,175.0,54.8,4.43
2,7,5,9,0,44713.373570718846,1.0,2.35,5,1009.2,1.0,175.0,54.8,7224.34
2,7,5,9,1,47618.989526334495,1.0,2.35,5,1009.2,1.0,175.0,54.8,8230.7
2,7,5,9,2,51473.87441235457,1.0,2.35,5,1009.2,1.0,175.0,54.8,8904.76
2,7,5,9,3,53232.41250570449,1.0,2.35,5,1009.2,1.0,175.0,54.8,8853.86
2,7,5,9,4,54041.599984208886,1.0,2.35,5,1009.2,1.0,175.0,54.8,8939.79
2,7,5,9,5,56798.38316895863,1.0,2.35,5,1009.2,1.0,175.0,54.8,9576.19
2,7,5,10,0,66274.28221922411,1.0,3.0,9,1009.3,1.0,175.0,54.8,11520.99
2,7,5,10,1,66824.5154356487,1.0,3.0,9,1009.3,1.0,175.0,54.8,11580.64
2,7,5,10,2,66558.18718890696,1.0,3.0,9,1009.3,1.0,175.0,54.8,11553.78
2,7,5,10,3,67468.10026931549,1.0,3.0,9,1009.3,1.0,175.0,54.8,11912.93
2,7,5,10,4,58865.63905835325,1.0,3.0,9,1009.3,1.0,175.0,54.8,10615.37
2,7,5,10,5,49209.44632933778,1.0,3.0,9,1009.3,1.0,175.0,54.8,7116.58
2,7,5,11,0,39781.374696636834,1.0,3.47,12,1008.9,1.0,175.0,54.8,4712.22
2,7,5,11,1,39653.049949169,1.0,3.47,12,1008.9,1.0,175.0,54.8,4314.29
2,7,5,11,2,44550.324304137604,1.0,3.47,12,1008.9,1.0,175.0,54.8,5949.55
2,7,5,11,3,47405.37910382339,1.0,3.47,12,1008.9,1.0,175.0,54.8,6808.61
2,7,5,11,4,58041.58730955414,1.0,3.47,12,1008.9,1.0,175.0,54.8,9455.39
2,7,5,11,5,55340.84386669576,1.0,3.47,12,1008.9,1.0,175.0,54.8,8779.44
2,7,5,12,0,68401.08945482956,1.0,3.71,14,1008.4,1.0,175.0,54.8,13381.14
2,7,5,12,1,67218.58877744482,1.0,3.71,14,1008.4,1.0,175.0,54.8,12959.44
2,7,5,12,2,65277.1705690892,1.0,3.71,14,1008.4,1.0,175.0,54.8,12980.89
2,7,5,12,3,65569.951266391,1.0,3.71,14,1008.4,1.0,175.0,54.8,13291.7
2,7,5,12,4,60927.06273865629,1.0,3.71,14,1008.4,1.0,175.0,54.8,12003.9
2,7,5,12,5,59418.31164317884,1.0,3.71,14,1008.4,1.0,175.0,54.8,11934.63
2,7,5,13,0,57514.42130574238,1.0,3.69,14,1007.9,1.0,175.0,54.8,10638.6
2,7,5,13,1,54236.262059858775,1.0,3.69,14,1007.9,1.0,175.0,54.8,9935.4
2,7,5,13,2,53352.55871194652,1.0,3.69,14,1007.9,1.0,175.0,54.8,9692.94
2,7,5,13,3,53733.00178744371,1.0,3.69,14,1007.9,1.0,175.0,54.8,9445.49
2,7,5,13,4,48986.31799407776,1.0,3.69,14,1007.9,1.0,175.0,54.8,9278.96
2,7,5,13,5,45180.764943790666,1.0,3.69,14,1007.9,1.0,175.0,54.8,9433.86
2,7,5,14,0,50764.54927371802,1.0,3.44,12,1007.6,1.0,175.0,54.8,9199.36
2,7,5,14,1,45205.16246372886,1.0,3.44,12,1007.6,1.0,175.0,54.8,7389.62
2,7,5,14,2,43728.19556540807,1.0,3.44,12,1007.6,1.0,175.0,54.8,7150.95
2,7,5,14,3,36308.24758664515,1.0,3.44,12,1007.6,1.0,175.0,54.8,4499.75
2,7,5,14,4,33940.73257625167,1.0,3.44,12,1007.6,1.0,175.0,54.8,3683.38
2,7,5,14,5,31307.735133412007,1.0,3.44,12,1007.6,1.0,175.0,54.8,2906.03
2,7,5,15,0,24479.48594128514,1.0,2.97,9,1007.3,1.0,175.0,54.8,2301.84
2,7,5,15,1,22815.649735116647,1.0,2.97,9,1007.3,1.0,175.0,54.8,1900.71
2,7,5,15,2,20307.6585582514,1.0,2.97,9,1007.3,1.0,175.0,54.8,1541.15
2,7,5,15,3,18372.24634423663,1.0,2.97,9,1007.3,1.0,175.0,54.8,1067.0
2,7,5,15,4,15086.20189007707,1.0,2.97,9,1007.3,1.0,175.0,54.8,696.08
2,7,5,15,5,12725.316163036117,1.0,2.97,9,1007.3,1.0,175.0,54.8,437.71
2,7,5,16,0,11508.745555769512,1.0,2.24,5,1006.8,1.0,175.0,54.8,350.23
2,7,5,16,1,10309.104727676822,1.0,2.24,5,1006.8,1.0,175.0,54.8,306.74
2,7,5,16,2,9310.07003927396,1.0,2.24,5,1006.8,1.0,175.0,54.8,256.85
2,7,5,16,3,8064.961631911784,1.0,2.24,5,1006.8,1.0,175.0,54.8,184.39
2,7,5,16,4,6776.846471634468,1.0,2.24,5,1006.8,1.0,175.0,54.8,116.88
2,7,5,16,5,6193.205844175063,1.0,2.24,5,1006.8,1.0,175.0,54.8,97.21
2,7,7,9,0,40622.30531497721,1.0,2.32,5,1009.8,1.0,175.0,54.8,5437.93
2,7,7,9,1,43685.234299397554,1.0,2.32,5,1009.8,1.0,175.0,54.8,6430.86
2,7,7,9,2,48498.22670187091,1.0,2.32,5,1009.8,1.0,175.0,54.8,7725.3
2,7,7,9,3,50087.920989575156,1.0,2.32,5,1009.8,1.0,175.0,54.8,8032.77
2,7,7,9,4,49914.56424888373,1.0,2.32,5,1009.8,1.0,175.0,54.8,8079.35
2,7,7,9,5,54540.69028232461,1.0,2.32,5,1009.8,1.0,175.0,54.8,8885.6
2,7,7,10,0,66640.0861704558,1.0,2.98,9,1009.7,1.0,175.0,54.8,11047.64
2,7,7,10,1,67166.59856189869,1.0,2.98,9,1009.7,1.0,175.0,54.8,11175.72
2,7,7,10,2,66898.9069676592,1.0,2.98,9,1009.7,1.0,175.0,54.8,11080.32
2,7,7,10,3,67906.07321410693,1.0,2.98,9,1009.7,1.0,175.0,54.8,11754.88
2,7,7,10,4,63167.35304332317,1.0,2.98,9,1009.7,1.0,175.0,54.8,10393.55
2,7,7,10,5,60445.89722466159,1.0,2.98,9,1009.7,1.0,175.0,54.8,10359.95
2,7,7,11,0,74704.00199747705,1.0,3.45,12,1009.4,1.0,175.0,54.8,12577.81
2,7,7,11,1,73809.8171138696,1.0,3.45,12,1009.4,1.0,175.0,54.8,12600.8
2,7,7,11,2,69799.89585169085,1.0,3.45,12,1009.4,1.0,175.0,54.8,11589.16
2,7,7,11,3,72173.69569372403,1.0,3.45,12,1009.4,1.0,175.0,54.8,12264.25
2,7,7,11,4,69648.59873068126,1.0,3.45,12,1009.4,1.0,175.0,54.8,11811.39
2,7,7,11,5,66745.88279090094,1.0,3.45,12,1009.4,1.0,175.0,54.8,10889.63
2,7,7,12,0,61670.579160906826,1.0,3.7,14,1009.1,1.0,175.0,54.8,10607.35
2,7,7,12,1,61198.742240733955,1.0,3.7,14,1009.1,1.0,175.0,54.8,10650.95
2,7,7,12,2,59856.45421835671,1.0,3.7,14,1009.1,1.0,175.0,54.8,10521.04
2,7,7,12,3,59472.50846900523,1.0,3.7,14,1009.1,1.0,175.0,54.8,10721.58
2,7,7,12,4,55994.9466731351,1.0,3.7,14,1009.1,1.0,175.0,54.8,10033.42
2,7,7,12,5,53544.0295153099,1.0,3.7,14,1009.1,1.0,175.0,54.8,8799.46
2,7,7,13,0,54152.59654462178,1.0,3.69,14,1008.5,1.0,175.0,54.8,9288.78
2,7,7,13,1,51022.72017334309,1.0,3.69,14,1008.5,1.0,175.0,54.8,10516.44
2,7,7,13,2,50550.52717113688,1.0,3.69,14,1008.5,1.0,175.0,54.8,8787.15
2,7,7,13,3,50910.99007056407,1.0,3.69,14,1008.5,1.0,175.0,54.8,8573.69
2,7,7,13,4,44793.08428667781,1.0,3.69,14,1008.5,1.0,175.0,54.8,8621.73
2,7,7,13,5,41523.62314919558,1.0,3.69,14,1008.5,1.0,175.0,54.8,7173.65
2,7,7,14,0,51860.31029414469,1.0,3.45,12,1007.8,1.0,175.0,54.8,8548.26
2,7,7,14,1,46141.74211780197,1.0,3.45,12,1007.8,1.0,175.0,54.8,7303.77
2,7,7,14,2,42037.08055670502,1.0,3.45,12,1007.8,1.0,175.0,54.8,6078.92
2,7,7,14,3,34904.080124734115,1.0,3.45,12,1007.8,1.0,175.0,54.8,3598.36
2,7,7,14,4,31488.916521082207,1.0,3.45,12,1007.8,1.0,175.0,54.8,2817.97
2,7,7,14,5,29194.003558209355,1.0,3.45,12,1007.8,1.0,175.0,54.8,2409.9
2,7,7,15,0,21680.29308662927,1.0,2.85,8,1008.0,1.0,175.0,54.8,1636.07
2,7,7,15,1,20161.593184195044,1.0,2.85,8,1008.0,1.0,175.0,54.8,1425.88
2,7,7,15,2,18354.266686247487,1.0,2.85,8,1008.0,1.0,175.0,54.8,971.95
2,7,7,15,3,17311.036902824268,1.0,2.85,8,1008.0,1.0,175.0,54.8,974.1
2,7,7,15,4,14557.605559251679,1.0,2.85,8,1008.0,1.0,175.0,54.8,606.14
2,7,7,15,5,13089.457492064754,1.0,2.85,8,1008.0,1.0,175.0,54.8,484.11
2,7,7,16,0,10827.446160066083,1.0,2.27,5,1007.9,1.0,175.0,54.8,325.2
2,7,7,16,1,9733.183820594522,1.0,2.27,5,1007.9,1.0,175.0,54.8,266.19
2,7,7,16,2,8197.379236444993,1.0,2.27,5,1007.9,1.0,175.0,54.8,209.57
2,7,7,16,3,7344.28587843471,1.0,2.27,5,1007.9,1.0,175.0,54.8,149.95
2,7,7,16,4,5924.298498832011,1.0,2.27,5,1007.9,1.0,175.0,54.8,87.53
2,7,7,16,5,5440.052653623292,1.0,2.27,5,1007.9,1.0,175.0,54.8,69.35
3,3,17,9,0,75638.53270179596,0.6,1.37,3,1016.4,1.0,180.0,54.8,10804.7
3,3,17,9,1,83458.64082663151,0.6,1.37,3,1016.4,1.0,180.0,54.8,12157.55
3,3,17,9,2,92451.98527092292,0.6,1.37,3,1016.4,1.0,180.0,54.8,13982.63
3,3,17,9,3,91144.25094313096,0.6,1.37,3,1016.4,1.0,180.0,54.8,13950.31
3,3,17,9,4,93742.9277983154,0.6,1.37,3,1016.4,1.0,180.0,54.8,14427.99
3,3,17,9,5,99501.53496408631,0.6,1.37,3,1016.4,1.0,180.0,54.8,14793.26
3,3,17,10,0,97391.95528976823,1.0,2.49,6,1016.0,1.0,180.0,54.8,14834.37
3,3,17,10,1,101069.55606076549,1.0,2.49,6,1016.0,1.0,180.0,54.8,15466.15
3,3,17,10,2,105514.8267337319,1.0,2.49,6,1016.0,1.0,180.0,54.8,15949.34
3,3,17,10,3,102107.0349323867,1.0,2.49,6,1016.0,1.0,180.0,54.8,15684.07
3,3,17,10,4,105134.51000658594,1.0,2.49,6,1016.0,1.0,180.0,54.8,16140.56
3,3,17,10,5,100725.49961125664,1.0,2.49,6,1016.0,1.0,180.0,54.8,15696.54
3,3,17,11,0,94355.43398214261,1.0,3.02,8,1015.1,1.0,180.0,54.8,16334.45
3,3,17,11,1,91584.12000758195,1.0,3.02,8,1015.1,1.0,180.0,54.8,16041.17
3,3,17,11,2,89951.43256832822,1.0,3.02,8,1015.1,1.0,180.0,54.8,10852.23
3,3,17,11,3,88863.3722145729,1.0,3.02,8,1015.1,1.0,180.0,54.8,15300.83
3,3,17,11,4,88422.85463051336,1.0,3.02,8,1015.1,1.0,180.0,54.8,15535.1
3,3,17,11,5,69711.68640027783,1.0,3.02,8,1015.1,1.0,180.0,54.8,11969.44
3,3,17,12,0,46047.988468745694,1.0,3.32,10,1014.3,1.0,180.0,54.8,7276.49
3,3,17,12,1,39020.75036651852,1.0,3.32,10,1014.3,1.0,180.0,54.8,4474.07
3,3,17,12,2,34715.296491418005,1.0,3.32,10,1014.3,1.0,180.0,54.8,3363.18
3,3,17,12,3,32476.231504194482,1.0,3.32,10,1014.3,1.0,180.0,54.8,2896.87
3,3,17,12,4,31548.692813029487,1.0,3.32,10,1014.3,1.0,180.0,54.8,2658.71
3,3,17,12,5,30541.146544252093,1.0,3.32,10,1014.3,1.0,180.0,54.8,2393.34
3,3,17,13,0,29264.313485221708,0.7,2.92,9,1013.5,1.0,180.0,54.8,2581.56
3,3,17,13,1,25663.4245968354,0.7,2.92,9,1013.5,1.0,180.0,54.8,1959.9
3,3,17,13,2,25130.621720714815,0.7,2.92,9,1013.5,1.0,180.0,54.8,1849.27
3,3,17,13,3,22728.935956171277,0.7,2.92,9,1013.5,1.0,180.0,54.8,1494.66
3,3,17,13,4,19726.482286038037,0.7,2.92,9,1013.5,1.0,180.0,54.8,1257.1
3,3,17,13,5,17779.72840848229,0.7,2.92,9,1013.5,1.0,180.0,54.8,1026.96
3,3,17,14,0,21090.921326390624,0.2,1.59,5,1012.8,1.0,180.0,54.8,1254.05
3,3,17,14,1,19522.51428770338,0.2,1.59,5,1012.8,1.0,180.0,54.8,1150.14
3,3,17,14,2,19208.103100270117,0.2,1.59,5,1012.8,1.0,180.0,54.8,1050.51
3,3,17,14,3,19229.364589677596,0.2,1.59,5,1012.8,1.0,180.0,54.8,1056.77
3,3,17,14,4,17421.043895064642,0.2,1.59,5,1012.8,1.0,180.0,54.8,884.59
3,3,17,14,5,16387.462109165805,0.2,1.59,5,1012.8,1.0,180.0,54.8,759.47
3,3,17,15,0,10438.967172391933,0.0,0.92,3,1012.5,1.0,180.0,54.8,307.15
3,3,17,15,1,9895.137778289918,0.0,0.92,3,1012.5,1.0,180.0,54.8,265.42
3,3,17,15,2,8564.343762509743,0.0,0.92,3,1012.5,1.0,180.0,54.8,180.59
3,3,17,15,3,7515.743445708107,0.0,0.92,3,1012.5,1.0,180.0,54.8,143.71
3,3,17,15,4,7749.447005579641,0.0,0.92,3,1012.5,1.0,180.0,54.8,149.99
3,3,17,15,5,7456.788775346644,0.0,0.92,3,1012.5,1.0,180.0,54.8,144.22
3,3,17,16,0,10076.427302990744,0.0,0.8,2,1012.5,1.0,180.0,54.8,306.07
3,3,17,16,1,9088.073051560365,0.0,0.8,2,1012.5,1.0,180.0,54.8,225.21
3,3,17,16,2,7651.5474965227895,0.0,0.8,2,1012.5,1.0,180.0,54.8,157.92
3,3,17,16,3,7094.640820823695,0.0,0.8,2,1012.5,1.0,180.0,54.8,142.0
3,3,17,16,4,5835.160297204987,0.0,0.8,2,1012.5,1.0,180.0,54.8,96.94
3,3,17,16,5,4998.329622726778,0.0,0.8,2,1012.5,1.0,180.0,54.8,67.11
3,4,14,9,0,82293.00564666605,1.0,1.9,3,1011.1,1.0,180.0,54.8,12612.95
3,4,14,9,1,87839.68905406978,1.0,1.9,3,1011.1,1.0,180.0,54.8,13410.52
3,4,14,9,2,97055.00689881311,1.0,1.9,3,1011.1,1.0,180.0,54.8,14059.4
3,4,14,9,3,93167.99252030056,1.0,1.9,3,1011.1,1.0,180.0,54.8,13858.06
3,4,14,9,4,96225.88495020624,1.0,1.9,3,1011.1,1.0,180.0,54.8,14046.36
3,4,14,9,5,103079.2461374716,1.0,1.9,3,1011.1,1.0,180.0,54.8,14668.34
3,4,14,10,0,89190.6946865205,1.0,2.53,5,1011.3,1.0,180.0,54.8,13212.08
3,4,14,10,1,92558.61225478593,1.0,2.53,5,1011.3,1.0,180.0,54.8,13785.38
