,序號,答案
2546,20240204092008,16.97
2547,20240204093008,18.67
2548,20240204094008,20.26
2549,20240204095008,18.67
2550,20240204100008,27.1
2551,20240204101008,38.3
2552,20240204102008,50.91
2553,20240204103008,107.25
2554,20240204104008,120.72
2555,20240204105008,168.33
2556,20240204110008,200.63
2557,20240204111008,227.35
2558,20240204112008,218.31
2559,20240204113008,124.84
2560,20240204114008,108.37
2561,20240204115008,84.15
2562,20240204120008,233.64
2563,20240204121008,233.71
2564,20240204122008,508.65
2565,20240204123008,151.26
2566,20240204124008,238.67
2567,20240204125008,128.79
2568,20240204130008,60.8
2569,20240204131008,35.35
2570,20240204132008,46.55
2571,20240204133008,37.17
2572,20240204134008,33.5
2573,20240204135008,28.74
2574,20240204140008,18.84
2575,20240204141008,23.11
2576,20240204142008,18.82
2577,20240204143008,12.21
2578,20240204144008,6.35
2579,20240204145008,12.21
2580,20240204150008,8.52
2581,20240204151008,4.66
2582,20240204152008,2.64
2583,20240204153008,2.25
2584,20240204154008,4.39
2585,20240204155008,6.13
2586,20240204160008,3.41
2587,20240204161008,1.87
2588,20240204162008,0.53
2589,20240204163008,0.3
2590,20240204164008,0.3
2591,20240204165008,0.19
2592,20240218090008,17.09
2593,20240218091008,26.2
2594,20240218092008,22.92
2595,20240218093008,25.61
2596,20240218094008,25.0
2597,20240218095008,32.77
2598,20240218100008,45.65
2599,20240218101008,51.09
2600,20240218102008,51.13
2601,20240218103008,52.67
2602,20240218104008,109.12
2603,20240218105008,64.31
2604,20240218110008,375.73
2605,20240218111008,866.54
2606,20240218112008,706.34
2607,20240218113008,799.23
2608,20240218114008,1089.9
2609,20240218115008,1082.79
2610,20240218120008,959.33
2611,20240218121008,383.91
2612,20240218122008,349.0
2613,20240218123008,455.61
2614,20240218124008,499.43
2615,20240218125008,455.79
2616,20240218130008,574.24
2617,20240218131008,574.27
2618,20240218132008,351.68
2619,20240218133008,91.62
2620,20240218134008,72.5
2621,20240218135008,64.8
2622,20240218140008,16.44
2623,20240218141008,13.71
2624,20240218142008,17.12
2625,20240218143008,21.5
2626,20240218144008,30.15
2627,20240218145008,30.15
2628,20240218150008,13.39
2629,20240218151008,10.76
2630,20240218152008,5.93
2631,20240218153008,5.8
2632,20240218154008,4.56
2633,20240218155008,2.54
2634,20240218160008,1.32
2635,20240218161008,0.94
2636,20240218162008,0.43
2637,20240218163008,0.36
2638,20240218164008,0.27
2639,20240218165008,0.15
2640,20240305090008,25.42
2641,20240305091008,25.11
2642,20240305092008,26.38
2643,20240305093008,34.23
2644,20240305094008,52.64
2645,20240305095008,63.09
2646,20240305100008,62.28
2647,20240305101008,37.68
2648,20240305102008,37.77
2649,20240305103008,12.92
2650,20240305104008,43.81
2651,20240305105008,143.84
2652,20240305110008,149.54
2653,20240305111008,351.7
2654,20240305112008,765.29
2655,20240305113008,622.49
2656,20240305114008,757.88
2657,20240305115008,675.46
2658,20240305120008,323.1
2659,20240305121008,226.04
2660,20240305122008,188.6
2661,20240305123008,529.12
2662,20240305124008,362.44
2663,20240305125008,51.0
2664,20240305130008,344.45
2665,20240305131008,384.34
2666,20240305132008,426.95
2667,20240305133008,111.05
2668,20240305134008,181.03
2669,20240305135008,138.25
2670,20240305140008,224.69
2671,20240305141008,309.54
2672,20240305142008,141.22
2673,20240305143008,177.95
2674,20240305144008,160.52
2675,20240305145008,109.69
2676,20240305150008,384.1
2677,20240305151008,90.58
2678,20240305152008,68.85
2679,20240305153008,38.82
2680,20240305154008,20.99
2681,20240305155008,14.32
2682,20240305160008,7.01
2683,20240305161008,6.47
2684,20240305162008,12.25
2685,20240305163008,11.03
2686,20240305164008,9.42
2687,20240305165008,4.01
2688,20240325090008,80.67
2689,20240325091008,67.41
2690,20240325092008,96.16
2691,20240325093008,86.27
2692,20240325094008,163.87
2693,20240325095008,163.26
2694,20240325100008,48.95
2695,20240325101008,58.07
2696,20240325102008,72.67
2697,20240325103008,94.04
2698,20240325104008,466.28
2699,20240325105008,756.71
2700,20240325110008,612.56
2701,20240325111008,684.37
2702,20240325112008,815.54
2703,20240325113008,980.22
2704,20240325114008,981.94
2705,20240325115008,1078.52
2706,20240325120008,1849.67
2707,20240325121008,1901.51
2708,20240325122008,1906.24
2709,20240325123008,1904.72
2710,20240325124008,1896.8
2711,20240325125008,1894.8
2712,20240325130008,1852.51
2713,20240325131008,997.99
2714,20240325132008,819.57
2715,20240325133008,703.14
2716,20240325134008,679.17
2717,20240325135008,767.94
2718,20240325140008,1486.28
2719,20240325141008,1333.45
2720,20240325142008,1125.95
2721,20240325143008,436.55
2722,20240325144008,220.79
2723,20240325145008,75.96
2724,20240325150008,32.68
2725,20240325151008,40.12
2726,20240325152008,38.62
2727,20240325153008,36.27
2728,20240325154008,26.17
2729,20240325155008,27.54
2730,20240325160008,14.64
2731,20240325161008,11.49
2732,20240325162008,8.71
2733,20240325163008,4.69
2734,20240325164008,2.68
2735,20240325165008,2.03
2736,20240518090008,3.34
2737,20240518091008,27.24
2738,20240518092008,21.24
2739,20240518093008,49.66
2740,20240518094008,43.69
2741,20240518095008,37.9
2742,20240518100008,46.69
2743,20240518101008,29.19
2744,20240518102008,32.36
2745,20240518103008,74.03
2746,20240518104008,193.49
2747,20240518105008,152.57
2748,20240518110008,372.95
2749,20240518111008,283.44
2750,20240518112008,226.32
2751,20240518113008,283.66
2752,20240518114008,144.5
2753,20240518115008,103.72
2754,20240518120008,617.94
2755,20240518121008,617.93
2756,20240518122008,521.36
2757,20240518123008,234.4
2758,20240518124008,180.66
2759,20240518125008,118.15
2760,20240518130008,333.04
2761,20240518131008,223.78
2762,20240518132008,181.81
2763,20240518133008,111.99
2764,20240518134008,110.72
2765,20240518135008,59.18
2766,20240518140008,7.0
2767,20240518141008,17.4
2768,20240518142008,17.58
2769,20240518143008,20.82
2770,20240518144008,30.78
2771,20240518145008,34.49
2772,20240518150008,24.41
2773,20240518151008,21.98
2774,20240518152008,13.37
2775,20240518153008,8.59
2776,20240518154008,6.95
2777,20240518155008,6.66
2778,20240518160008,7.71
2779,20240518161008,17.09
2780,20240518162008,20.74
2781,20240518163008,6.42
2782,20240518164008,4.89
2783,20240518165008,2.21
2784,20240526090008,23.96
2785,20240526091008,28.71
2786,20240526092008,40.49
2787,20240526093008,106.85
2788,20240526094008,90.64
2789,20240526095008,97.55
2790,20240526100008,78.39
2791,20240526101008,66.96
2792,20240526102008,36.5
2793,20240526103008,25.42
2794,20240526104008,28.11
2795,20240526105008,28.69
2796,20240526110008,42.77
2797,20240526111008,49.3
2798,20240526112008,48.04
2799,20240526113008,45.85
2800,20240526114008,53.97
2801,20240526115008,45.91
2802,20240526120008,49.11
2803,20240526121008,49.22
2804,20240526122008,35.56
2805,20240526123008,28.23
2806,20240526124008,25.55
2807,20240526125008,20.13
2808,20240526130008,16.93
2809,20240526131008,15.0
2810,20240526132008,9.51
2811,20240526133008,8.04
2812,20240526134008,9.91
2813,20240526135008,8.66
2814,20240526140008,21.8
2815,20240526141008,22.61
2816,20240526142008,21.81
2817,20240526143008,20.75
2818,20240526144008,20.76
2819,20240526145008,15.55
2820,20240526150008,4.33
2821,20240526151008,3.24
2822,20240526152008,2.37
2823,20240526153008,1.83
2824,20240526154008,1.31
2825,20240526155008,1.4
2826,20240526160008,6.36
2827,20240526161008,5.8
2828,20240526162008,3.7
2829,20240526163008,3.54
2830,20240526164008,2.66
2831,20240526165008,2.35
2832,20240529090008,19.4
2833,20240529091008,22.67
2834,20240529092008,43.0
2835,20240529093008,53.36
2836,20240529094008,68.45
2837,20240529095008,38.87
2838,20240529100008,15.2
2839,20240529101008,17.59
2840,20240529102008,17.74
2841,20240529103008,18.61
2842,20240529104008,22.37
2843,20240529105008,40.59
2844,20240529110008,113.28
2845,20240529111008,97.36
2846,20240529112008,73.16
2847,20240529113008,81.53
2848,20240529114008,61.91
2849,20240529115008,417.04
2850,20240529120008,142.57
2851,20240529121008,162.84
2852,20240529122008,219.32
2853,20240529123008,116.71
2854,20240529124008,127.76
2855,20240529125008,88.43
2856,20240529130008,364.68
2857,20240529131008,425.96
2858,20240529132008,196.43
2859,20240529133008,86.73
2860,20240529134008,90.14
2861,20240529135008,155.65
2862,20240529140008,305.92
2863,20240529141008,328.41
2864,20240529142008,265.87
2865,20240529143008,136.27
2866,20240529144008,63.26
2867,20240529145008,34.38
2868,20240529150008,37.54
2869,20240529151008,27.6
2870,20240529152008,31.18
2871,20240529153008,21.74
2872,20240529154008,11.82
2873,20240529155008,10.3
2874,20240529160008,9.25
2875,20240529161008,6.65
2876,20240529162008,5.07
2877,20240529163008,3.84
2878,20240529164008,3.36
2879,20240529165008,2.22
2880,20240607090008,7.33
2881,20240607091008,21.97
2882,20240607092008,19.13
2883,20240607093008,52.52
2884,20240607094008,120.76
2885,20240607095008,87.48
2886,20240607100008,149.68
2887,20240607101008,72.43
2888,20240607102008,64.43
2889,20240607103008,35.75
2890,20240607104008,185.7
2891,20240607105008,377.64
2892,20240607110008,131.13
2893,20240607111008,72.62
2894,20240607112008,52.46
2895,20240607113008,69.88
2896,20240607114008,18.38
2897,20240607115008,27.4
2898,20240607120008,15.19
2899,20240607121008,56.41
2900,20240607122008,19.37
2901,20240607123008,121.48
2902,20240607124008,188.52
2903,20240607125008,266.79
2904,20240607130008,87.69
2905,20240607131008,63.07
2906,20240607132008,115.93
2907,20240607133008,118.33
2908,20240607134008,81.56
2909,20240607135008,78.5
2910,20240607140008,10.94
2911,20240607141008,27.45
2912,20240607142008,17.44
2913,20240607143008,10.74
2914,20240607144008,28.74
2915,20240607145008,15.7
2916,20240607150008,1.67
2917,20240607151008,0.75
2918,20240607152008,0.52
2919,20240607153008,1.3
2920,20240607154008,2.62
2921,20240607155008,2.18
2922,20240607160008,1.0
2923,20240607161008,1.42
2924,20240607162008,1.37
2925,20240607163008,1.21
2926,20240607164008,1.01
2927,20240607165008,1.11
2928,20240613090008,7.98
2929,20240613091008,12.38
2930,20240613092008,22.31
2931,20240613093008,32.76
2932,20240613094008,38.58
2933,20240613095008,32.16
2934,20240613100008,23.58
2935,20240613101008,33.23
2936,20240613102008,80.25
2937,20240613103008,87.42
2938,20240613104008,66.82
2939,20240613105008,59.04
2940,20240613110008,181.07
2941,20240613111008,177.12
2942,20240613112008,169.0
2943,20240613113008,309.58
2944,20240613114008,307.91
2945,20240613115008,292.03
2946,20240613120008,100.81
2947,20240613121008,144.77
2948,20240613122008,161.21
2949,20240613123008,305.83
2950,20240613124008,69.86
2951,20240613125008,49.64
2952,20240613130008,444.96
2953,20240613131008,428.98
2954,20240613132008,460.65
2955,20240613133008,143.34
2956,20240613134008,227.96
2957,20240613135008,320.25
2958,20240613140008,359.98
2959,20240613141008,563.94
2960,20240613142008,367.16
2961,20240613143008,63.05
2962,20240613144008,32.22
2963,20240613145008,22.23
2964,20240613150008,18.14
2965,20240613151008,20.68
2966,20240613152008,19.23
2967,20240613153008,19.23
2968,20240613154008,19.28
2969,20240613155008,21.79
2970,20240613160008,11.96
2971,20240613161008,7.7
2972,20240613162008,7.57
2973,20240613163008,5.93
2974,20240613164008,5.3
2975,20240613165008,1.74
2976,20240628090008,10.6
2977,20240628091008,14.59
2978,20240628092008,18.07
2979,20240628093008,16.2
2980,20240628094008,14.87
2981,20240628095008,14.25
2982,20240628100008,25.44
2983,20240628101008,24.94
2984,20240628102008,31.88
2985,20240628103008,32.51
2986,20240628104008,33.85
2987,20240628105008,41.63
2988,20240628110008,97.36
2989,20240628111008,105.59
2990,20240628112008,84.66
2991,20240628113008,82.39
2992,20240628114008,76.9
2993,20240628115008,51.62
2994,20240628120008,110.52
2995,20240628121008,196.81
2996,20240628122008,498.99
2997,20240628123008,763.56
2998,20240628124008,683.38
2999,20240628125008,578.01
3000,20240628130008,709.26
3001,20240628131008,1125.51
3002,20240628132008,1012.86
3003,20240628133008,965.66
3004,20240628134008,589.72
3005,20240628135008,394.13
3006,20240628140008,521.2
3007,20240628141008,403.4
3008,20240628142008,70.29
3009,20240628143008,26.85
3010,20240628144008,13.9
3011,20240628145008,5.69
3012,20240628150008,3.66
3013,20240628151008,1.92
3014,20240628152008,1.28
3015,20240628153008,0.82
3016,20240628154008,0.53
3017,20240628155008,0.99
3018,20240628160008,0.25
3019,20240628161008,0.21
3020,20240628162008,0.15
3021,20240628163008,0.07
3022,20240628164008,0.08
3023,20240628165008,0.11
3024,20240705090008,3.8
3025,20240705091008,4.19
3026,20240705092008,4.82
3027,20240705093008,4.52
3028,20240705094008,4.19
3029,20240705095008,5.22
3030,20240705100008,4.86
3031,20240705101008,5.75
3032,20240705102008,7.96
3033,20240705103008,8.43
3034,20240705104008,9.15
3035,20240705105008,0.5
3036,20240705110008,20.62
3037,20240705111008,1.97
3038,20240705112008,2.92
3039,20240705113008,3.19
3040,20240705114008,3.13
3041,20240705115008,3.65
3042,20240705120008,6.56
3043,20240705121008,10.39
3044,20240705122008,547.49
3045,20240705123008,1270.92
3046,20240705124008,922.73
3047,20240705125008,1064.62
3048,20240705130008,1493.44
3049,20240705131008,1674.31
3050,20240705132008,1671.18
3051,20240705133008,1655.05
3052,20240705134008,1556.4
3053,20240705135008,1654.79
3054,20240705140008,668.98
3055,20240705141008,535.94
3056,20240705142008,517.39
3057,20240705143008,37.21
3058,20240705144008,23.72
3059,20240705145008,17.07
3060,20240705150008,9.44
3061,20240705151008,10.55
3062,20240705152008,18.07
3063,20240705153008,15.56
3064,20240705154008,11.41
3065,20240705155008,8.1
3066,20240705160008,11.66
3067,20240705161008,5.6
3068,20240705162008,8.33
3069,20240705163008,5.79
3070,20240705164008,2.82
3071,20240705165008,2.85
3072,20240709090008,10.66
3073,20240709091008,10.64
3074,20240709092008,24.47
3075,20240709093008,26.58
3076,20240709094008,33.3
3077,20240709095008,33.3
3078,20240709100008,7.73
3079,20240709101008,7.74
3080,20240709102008,19.94
3081,20240709103008,31.59
3082,20240709104008,25.53
3083,20240709105008,14.37
3084,20240709110008,31.89
3085,20240709111008,23.35
3086,20240709112008,9.34
3087,20240709113008,10.09
3088,20240709114008,9.03
3089,20240709115008,21.33
3090,20240709120008,55.38
3091,20240709121008,178.52
3092,20240709122008,1099.22
3093,20240709123008,1769.34
3094,20240709124008,1683.7
3095,20240709125008,1744.77
3096,20240709130008,980.92
3097,20240709131008,316.0
3098,20240709132008,1019.1
3099,20240709133008,1686.3
3100,20240709134008,1251.72
3101,20240709135008,1484.7
3102,20240709140008,1012.18
3103,20240709141008,863.62
3104,20240709142008,746.86
3105,20240709143008,118.75
3106,20240709144008,49.85
3107,20240709145008,32.75
3108,20240709150008,11.25
3109,20240709151008,4.27
3110,20240709152008,6.05
3111,20240709153008,6.26
3112,20240709154008,0.81
3113,20240709155008,3.49
3114,20240709160008,18.19
3115,20240709161008,9.73
3116,20240709162008,10.01
3117,20240709163008,7.06
3118,20240709164008,4.66
3119,20240709165008,4.66
3120,20240715090008,9.14
3121,20240715091008,10.18
3122,20240715092008,15.73
3123,20240715093008,13.43
3124,20240715094008,10.57
3125,20240715095008,9.8
3126,20240715100008,6.63
3127,20240715101008,7.47
3128,20240715102008,9.52
3129,20240715103008,13.58
3130,20240715104008,6.57
3131,20240715105008,3.88
3132,20240715110008,80.43
3133,20240715111008,179.33
3134,20240715112008,340.42
3135,20240715113008,187.15
3136,20240715114008,52.8
3137,20240715115008,70.28
3138,20240715120008,115.85
3139,20240715121008,317.34
3140,20240715122008,484.69
3141,20240715123008,759.2
3142,20240715124008,468.35
3143,20240715125008,334.22
3144,20240715130008,1609.2
3145,20240715131008,1477.48
3146,20240715132008,1062.07
3147,20240715133008,983.3
3148,20240715134008,742.68
3149,20240715135008,1156.64
3150,20240715140008,651.1
3151,20240715141008,461.3
3152,20240715142008,347.01
3153,20240715143008,159.41
3154,20240715144008,33.64
3155,20240715145008,22.84
3156,20240715150008,13.52
3157,20240715151008,34.13
3158,20240715152008,9.5
3159,20240715153008,8.79
3160,20240715154008,14.18
3161,20240715155008,7.52
3162,20240715160008,5.83
3163,20240715161008,9.3
3164,20240715162008,8.18
3165,20240715163008,7.99
3166,20240715164008,5.08
3167,20240715165008,6.19
3168,20240719090008,10.72
3169,20240719091008,9.57
3170,20240719092008,12.58
3171,20240719093008,10.02
3172,20240719094008,10.97
3173,20240719095008,10.41
3174,20240719100008,9.53
3175,20240719101008,11.36
3176,20240719102008,17.46
3177,20240719103008,17.56
3178,20240719104008,22.71
3179,20240719105008,21.0
3180,20240719110008,28.28
3181,20240719111008,18.43
3182,20240719112008,21.17
3183,20240719113008,21.18
3184,20240719114008,9.24
3185,20240719115008,9.41
3186,20240719120008,55.68
3187,20240719121008,499.44
3188,20240719122008,334.27
3189,20240719123008,1414.27
3190,20240719124008,1675.59
3191,20240719125008,1723.95
3192,20240719130008,1346.67
3193,20240719131008,1507.02
3194,20240719132008,1162.52
3195,20240719133008,1509.79
3196,20240719134008,1653.32
3197,20240719135008,1652.48
3198,20240719140008,951.21
3199,20240719141008,757.67
3200,20240719142008,635.97
3201,20240719143008,311.98
3202,20240719144008,68.36
3203,20240719145008,42.75
3204,20240719150008,21.83
3205,20240719151008,15.5
3206,20240719152008,18.49
3207,20240719153008,12.59
3208,20240719154008,13.51
3209,20240719155008,5.85
3210,20240719160008,4.67
3211,20240719161008,2.57
3212,20240719162008,5.37
3213,20240719163008,7.93
3214,20240719164008,2.95
3215,20240719165008,1.86
3216,20240309090009,15.26
3217,20240309091009,13.67
3218,20240309092009,10.19
3219,20240309093009,15.8
3220,20240309094009,15.17
3221,20240309095009,20.57
3222,20240309100009,42.62
3223,20240309101009,34.37
3224,20240309102009,19.7
3225,20240309103009,17.53
3226,20240309104009,32.93
3227,20240309105009,177.1
3228,20240309110009,49.82
3229,20240309111009,44.38
3230,20240309112009,51.39
3231,20240309113009,36.3
3232,20240309114009,23.7
3233,20240309115009,19.07
3234,20240309120009,15.89
3235,20240309121009,20.18
3236,20240309122009,28.79
3237,20240309123009,19.44
3238,20240309124009,11.4
3239,20240309125009,5.9
3240,20240309130009,10.22
3241,20240309131009,6.44
3242,20240309132009,6.36
3243,20240309133009,4.57
3244,20240309134009,1.59
3245,20240309135009,2.27
3246,20240309140009,1.4
3247,20240309141009,4.2
3248,20240309142009,3.32
3249,20240309143009,2.21
3250,20240309144009,2.21
3251,20240309145009,3.31
3252,20240309150009,2.17
3253,20240309151009,2.05
3254,20240309152009,3.4
3255,20240309153009,4.25
3256,20240309154009,2.28
3257,20240309155009,4.23
3258,20240309160009,2.17
3259,20240309161009,1.52
3260,20240309162009,1.27
3261,20240309163009,0.82
3262,20240309164009,0.24
3263,20240309165009,0.15
3264,20240314090009,3.04
3265,20240314091009,1.57
3266,20240314092009,1.61
3267,20240314093009,2.31
3268,20240314094009,2.29
3269,20240314095009,4.72
3270,20240314100009,5.57
3271,20240314101009,3.65
3272,20240314102009,1.8
3273,20240314103009,7.28
3274,20240314104009,9.76
3275,20240314105009,20.08
3276,20240314110009,22.72
3277,20240314111009,28.39
3278,20240314112009,10.62
3279,20240314113009,10.27
3280,20240314114009,10.97
3281,20240314115009,9.59
3282,20240314120009,17.91
3283,20240314121009,12.1
3284,20240314122009,9.69
3285,20240314123009,5.17
3286,20240314124009,5.88
3287,20240314125009,12.08
3288,20240314130009,5.99
3289,20240314131009,5.95
3290,20240314132009,9.28
3291,20240314133009,12.94
3292,20240314134009,15.33
3293,20240314135009,20.41
3294,20240314140009,51.89
3295,20240314141009,62.03
3296,20240314142009,38.43
3297,20240314143009,33.72
3298,20240314144009,54.66
3299,20240314145009,45.78
3300,20240314150009,23.24
3301,20240314151009,23.19
3302,20240314152009,23.02
3303,20240314153009,20.99
3304,20240314154009,19.01
3305,20240314155009,12.86
3306,20240314160009,10.08
3307,20240314161009,5.66
3308,20240314162009,5.19
3309,20240314163009,4.73
3310,20240314164009,3.83
3311,20240314165009,3.15
3312,20240414090009,174.48
3313,20240414091009,415.35
3314,20240414092009,416.31
3315,20240414093009,450.74
3316,20240414094009,401.26
3317,20240414095009,754.37
3318,20240414100009,666.19
3319,20240414101009,666.38
3320,20240414102009,412.11
3321,20240414103009,620.72
3322,20240414104009,609.74
3323,20240414105009,817.65
3324,20240414110009,1839.07
3325,20240414111009,1380.32
3326,20240414112009,1135.55
3327,20240414113009,1555.2
3328,20240414114009,874.19
3329,20240414115009,698.99
3330,20240414120009,703.59
3331,20240414121009,536.09
3332,20240414122009,426.51
3333,20240414123009,538.35
3334,20240414124009,363.86
3335,20240414125009,248.33
3336,20240414130009,106.1
3337,20240414131009,92.42
3338,20240414132009,71.27
3339,20240414133009,54.05
3340,20240414134009,41.82
3341,20240414135009,32.45
3342,20240414140009,21.36
3343,20240414141009,17.69
3344,20240414142009,12.34
3345,20240414143009,17.48
3346,20240414144009,20.48
3347,20240414145009,25.05
3348,20240414150009,17.04
3349,20240414151009,12.73
3350,20240414152009,14.37
3351,20240414153009,10.2
3352,20240414154009,7.85
3353,20240414155009,8.51
3354,20240414160009,7.62
3355,20240414161009,7.37
3356,20240414162009,5.71
3357,20240414163009,6.21
3358,20240414164009,4.78
3359,20240414165009,4.02
3360,20240506090009,113.24
3361,20240506091009,330.05
3362,20240506092009,389.27
3363,20240506093009,275.3
3364,20240506094009,297.59
3365,20240506095009,305.54
3366,20240506100009,774.59
3367,20240506101009,664.37
3368,20240506102009,655.52
3369,20240506103009,554.22
3370,20240506104009,550.95
3371,20240506105009,502.13
3372,20240506110009,672.92
3373,20240506111009,172.46
3374,20240506112009,71.46
3375,20240506113009,71.88
3376,20240506114009,24.51
3377,20240506115009,28.16
3378,20240506120009,617.68
3379,20240506121009,341.94
3380,20240506122009,218.33
3381,20240506123009,91.3
3382,20240506124009,209.91
3383,20240506125009,128.23
3384,20240506130009,66.26
3385,20240506131009,41.6
3386,20240506132009,18.23
3387,20240506133009,10.22
3388,20240506134009,10.86
3389,20240506135009,10.19
3390,20240506140009,18.68
3391,20240506141009,5.97
3392,20240506142009,15.79
3393,20240506143009,13.26
3394,20240506144009,12.64
3395,20240506145009,7.39
3396,20240506150009,9.81
3397,20240506151009,4.59
3398,20240506152009,5.66
3399,20240506153009,3.6
3400,20240506154009,2.92
3401,20240506155009,2.07
3402,20240506160009,3.77
3403,20240506161009,5.39
3404,20240506162009,1.97
3405,20240506163009,2.02
3406,20240506164009,1.67
3407,20240506165009,2.99
3408,20240526090009,17.57
3409,20240526091009,19.23
3410,20240526092009,35.11
3411,20240526093009,90.95
3412,20240526094009,84.51
3413,20240526095009,91.21
3414,20240526100009,202.67
3415,20240526101009,168.75
3416,20240526102009,92.81
3417,20240526103009,85.14
3418,20240526104009,62.15
3419,20240526105009,68.04
3420,20240526110009,32.76
3421,20240526111009,35.04
3422,20240526112009,38.14
3423,20240526113009,35.06
3424,20240526114009,44.72
3425,20240526115009,44.83
3426,20240526120009,52.0
3427,20240526121009,48.03
3428,20240526122009,45.18
3429,20240526123009,30.57
3430,20240526124009,22.03
3431,20240526125009,14.58
3432,20240526130009,22.93
3433,20240526131009,21.22
3434,20240526132009,13.69
3435,20240526133009,10.63
3436,20240526134009,11.06
3437,20240526135009,9.38
3438,20240526140009,12.79
3439,20240526141009,13.83
3440,20240526142009,10.36
3441,20240526143009,11.03
3442,20240526144009,9.38
3443,20240526145009,8.75
3444,20240526150009,6.48
3445,20240526151009,4.9
3446,20240526152009,3.54
3447,20240526153009,2.61
3448,20240526154009,1.41
3449,20240526155009,1.69
3450,20240526160009,7.29
3451,20240526161009,6.15
3452,20240526162009,3.44
3453,20240526163009,3.44
3454,20240526164009,2.57
3455,20240526165009,2.34
3456,20240614090009,6.12
3457,20240614091009,8.15
3458,20240614092009,10.18
3459,20240614093009,8.32
3460,20240614094009,8.03
3461,20240614095009,8.25
3462,20240614100009,18.76
3463,20240614101009,24.88
3464,20240614102009,33.06
3465,20240614103009,47.88
3466,20240614104009,32.19
3467,20240614105009,48.39
3468,20240614110009,219.0
3469,20240614111009,157.26
3470,20240614112009,59.47
3471,20240614113009,51.17
3472,20240614114009,59.49
3473,20240614115009,59.49
3474,20240614120009,35.75
3475,20240614121009,56.3
3476,20240614122009,61.48
3477,20240614123009,71.26
3478,20240614124009,81.69
3479,20240614125009,133.65
3480,20240614130009,17.74
3481,20240614131009,14.82
3482,20240614132009,17.28
3483,20240614133009,12.41
3484,20240614134009,11.09
3485,20240614135009,14.27
3486,20240614140009,17.3
3487,20240614141009,19.57
3488,20240614142009,14.86
3489,20240614143009,12.27
3490,20240614144009,15.03
3491,20240614145009,9.58
3492,20240614150009,19.05
3493,20240614151009,16.84
3494,20240614152009,15.05
3495,20240614153009,14.16
3496,20240614154009,16.18
3497,20240614155009,11.52
3498,20240614160009,12.22
3499,20240614161009,8.11
3500,20240614162009,6.36
3501,20240614163009,6.36
3502,20240614164009,5.6
3503,20240614165009,4.26
3504,20240621090009,29.75
3505,20240621091009,43.42
3506,20240621092009,74.37
3507,20240621093009,87.21
3508,20240621094009,108.64
3509,20240621095009,282.59
3510,20240621100009,468.41
3511,20240621101009,476.37
3512,20240621102009,546.65
3513,20240621103009,656.21
3514,20240621104009,657.37
3515,20240621105009,487.06
3516,20240621110009,128.02
3517,20240621111009,36.74
3518,20240621112009,16.92
3519,20240621113009,14.57
3520,20240621114009,14.02
3521,20240621115009,18.2
3522,20240621120009,90.95
3523,20240621121009,60.93
3524,20240621122009,36.72
3525,20240621123009,33.12
3526,20240621124009,22.99
3527,20240621125009,10.02
3528,20240621130009,8.48
3529,20240621131009,9.87
3530,20240621132009,11.03
3531,20240621133009,8.5
3532,20240621134009,8.03
3533,20240621135009,3.98
3534,20240621140009,8.98
3535,20240621141009,7.99
3536,20240621142009,9.81
3537,20240621143009,5.92
3538,20240621144009,6.72
3539,20240621145009,7.95
3540,20240621150009,10.27
3541,20240621151009,7.8
3542,20240621152009,8.66
3543,20240621153009,9.16
3544,20240621154009,13.85
3545,20240621155009,12.77
3546,20240621160009,6.24
3547,20240621161009,4.15
3548,20240621162009,2.49
3549,20240621163009,3.02
3550,20240621164009,1.42
3551,20240621165009,1.34
3552,20240628090009,85.03
3553,20240628091009,101.98
3554,20240628092009,117.42
3555,20240628093009,117.89
3556,20240628094009,166.84
3557,20240628095009,167.21
3558,20240628100009,57.25
3559,20240628101009,30.59
3560,20240628102009,42.75
3561,20240628103009,36.46
3562,20240628104009,50.29
3563,20240628105009,70.68
3564,20240628110009,535.42
3565,20240628111009,302.18
3566,20240628112009,254.97
3567,20240628113009,281.16
3568,20240628114009,110.83
3569,20240628115009,97.22
3570,20240628120009,13.07
3571,20240628121009,9.74
3572,20240628122009,11.82
3573,20240628123009,16.72
3574,20240628124009,13.82
3575,20240628125009,11.83
3576,20240628130009,6.63
3577,20240628131009,7.27
3578,20240628132009,8.18
3579,20240628133009,14.01
3580,20240628134009,13.37
3581,20240628135009,12.32
3582,20240628140009,6.68
3583,20240628141009,3.69
3584,20240628142009,6.55
3585,20240628143009,6.81
3586,20240628144009,7.34
3587,20240628145009,3.82
3588,20240628150009,3.52
3589,20240628151009,1.85
3590,20240628152009,1.28
3591,20240628153009,0.98
3592,20240628154009,0.88
3593,20240628155009,0.98
3594,20240628160009,0.33
3595,20240628161009,0.31
3596,20240628162009,0.19
3597,20240628163009,0.1
3598,20240628164009,0.09
3599,20240628165009,0.12
3600,20240717090009,11.58
3601,20240717091009,16.49
3602,20240717092009,511.15
3603,20240717093009,640.08
3604,20240717094009,688.89
3605,20240717095009,871.47
3606,20240717100009,1083.6
3607,20240717101009,934.03
3608,20240717102009,1031.39
3609,20240717103009,1258.57
3610,20240717104009,1038.31
3611,20240717105009,1080.64
3612,20240717110009,1027.28
3613,20240717111009,930.48
3614,20240717112009,281.4
3615,20240717113009,81.85
3616,20240717114009,3.36
3617,20240717115009,2.17
